state,county,total_population,life_expectancy,percent_fair_or_poor_health,percent_frequent_physical_distress,percent_adults_with_obesity,percent_frequent_mental_distress,percent_insufficient_sleep,per_capita_income,percent_homeowners,percent_below_poverty,percent_unemployed_CDC,percent_limited_access_to_healthy_foods,percent_severe_housing_cost_burden,percent_no_highschool_diploma,high_school_graduation_rate,percent_vaccinated,percent_fair_or_poor_health_score,percent_frequent_physical_distress_score,percent_adults_with_obesity_score,percent_frequent_mental_distress_score,percent_insufficient_sleep_score,health_score,percent_limited_access_to_healthy_foods_score,percent_severe_housing_cost_burden_score,qol_score,per_capita_income_score,percent_homeowners_score,percent_below_poverty_score,percent_unemployed_CDC_score,wealth_avg_score,high_school_graduation_rate_score,percent_no_highschool_diploma_score,education_avg_score,final_score
Alabama,Marion,30239,74.46923681,22.25650467,14.72868105,36.8,15.23341228,37.53765331,20998.0,75.36030134,18.6,7.6,3.254542626,9.504203122,20.1,90.2173913,39.0,56.994701951628,55.36765248110788,46.136865342163375,45.41027293030004,38.72613466774982,48.52712547458982,95.47000007380552,72.03169203462915,83.75084605421733,20.46264588720386,80.67140498566742,67.75431861804222,74.58193979933114,60.86757732256116,86.84425941366325,62.54980079681275,74.697030105238,66.96064473915158
Alabama,Marshall,94534,74.35386014,22.39465306,15.35998147,34.4,15.81151737,35.71209728,21767.0,70.36623109,20.5,7.2,5.187505411,12.02063107,21.4,92.28934817,43.0,56.57441533071406,51.6495764756163,51.43487858719645,41.04543093685106,46.43559216779448,49.427978699634465,92.77950795874338,63.8510853310151,78.31529664487924,21.806205884408417,75.0054354396457,64.10748560460652,75.91973244147155,59.209714842533046,89.63064573695533,59.9601593625498,74.79540254975257,65.43709818419983
Alabama,Mobile,414291,75.0935599,22.3990914,14.41975759,36.3,15.58144539,37.29141239,23318.0,64.8908112,19.5,8.7,10.2659253,14.77392788,14.2,83.70992038,41.0,56.56091264044696,57.18707294681815,47.24061810154528,42.782533510744656,39.76602819953689,48.70743307981839,85.71085212410492,54.90044624801402,70.30564918605947,24.516038856663638,68.79335575405824,66.02687140115162,70.90301003344482,57.55981901132958,78.09295371167295,74.30278884462152,76.19787127814723,63.19269313883867
Alabama,Monroe,21975,74.13195162,30.01619585,17.95022311,41.8,17.49854691,38.05333372,16556.0,60.89090686,32.1,21.8,12.83952666,12.88435829,18.0,88.03088803,37.0,33.38751850650874,36.39421629367723,35.09933774834438,28.30792436969614,36.54837833534049,33.9474750507134,82.12865477394058,61.04321130003342,71.585933036987,12.701796072401983,64.25530661919872,41.84261036468331,27.09030100334448,36.472503514907125,83.90383005648198,66.73306772908367,75.31844889278283,54.33109012384759
Alabama,Montgomery,227392,76.12818958,23.87508622,15.4186848,37.7,14.94974453,37.11891253,26255.0,58.58073134,21.3,8.4,14.57214106,16.99072412,14.5,81.60813309,38.0,52.0705173822447,51.303840221052326,44.15011037527593,47.55203734096642,40.494507806615104,47.114202625230895,79.71702770185337,47.69390643990886,63.70546707088111,29.647424697742682,61.634321433360604,62.57197696737043,71.90635451505014,56.440019403380965,75.26645116998384,73.70517928286853,74.48581522642618,60.43637608147979
Alabama,Jackson,52608,73.80725219,23.24476181,15.30583041,38.7,15.80285361,38.04265797,20487.0,74.09095317,18.8,8.6,3.272510542,10.33555603,20.5,90.11725293,42.0,53.988143178379374,51.96850190395344,41.94260485651215,41.110844551301625,36.593462813468534,45.12071146072302,95.4449905202346,69.32906302525936,82.38702677274698,19.5698511426375,79.23127945388933,67.37044145873321,71.23745819397996,59.35225756231,86.70959242872513,61.75298804780877,74.23129023826695,65.27282150851174
Alabama,Morgan,119555,75.53649746,20.55428234,13.73709445,32.4,14.41293756,37.51680578,24415.0,72.13775577,16.3,8.9,4.084201812,10.17697092,17.5,90.19607843,44.0,62.17334551830254,61.20765231007539,55.84988962472407,51.6050679154456,38.81417532159702,53.93002613802893,94.31519693147712,69.84460427689362,82.07990060418537,26.432664756446993,77.0153000159211,72.16890595009596,70.23411371237458,61.46274610870966,86.81559767348037,67.72908366533864,77.2723406694095,68.68625338008337
Alabama,Pickens,20042,76.01519064,26.59326475,16.30586791,34.9,16.11280541,40.24090013,19188.0,73.95750332,23.9,12.3,0.89215884,11.42773637,18.9,98.18181818,46.0,43.801046638398105,46.07873006863309,50.331125827814574,38.770628808546235,27.31012435174722,41.258331139027845,98.75820354999593,65.77851518697906,82.2683593684875,17.300300510168423,79.07987533897501,57.58157389635315,58.862876254180634,53.20615649991931,97.55489265734266,64.94023904382468,81.24756585058367,64.49510321450458
Alabama,Pike,33277,75.44015866,24.55416321,15.95066654,36.2,15.84207391,39.09668052,20180.0,59.27946653,25.7,9.7,6.304344574,16.40478863,20.0,87.28522337,38.0,50.00457239752569,48.17070664440473,47.461368653421644,40.81472120729916,32.142247994653246,43.71872337946089,91.22497882597267,49.59871273535197,70.41184578066232,19.03347543504088,62.42706404791908,54.12667946257196,67.55852842809364,50.786436843406385,82.90105348305539,62.749003984063734,72.82502873355956,59.43550868427229
Alabama,Randolph,22615,74.65708874,21.3892945,14.47389808,37.4,15.11384149,36.35385851,19584.0,73.41200972,20.6,8.0,6.815483083,10.93431772,22.7,91.80887372,33.0,59.633001478473716,56.868209771034856,44.81236203090508,46.31306312261927,43.72538725128942,50.27040473086447,90.51352481411018,67.38256028554281,78.9480425498265,17.9921727584038,78.46099134847653,63.91554702495202,73.24414715719061,58.40321457225574,88.98449935449165,57.37051792828686,73.17750864138925,65.19979262358399
Alabama,Russell,58636,73.48211671,25.46314877,15.37895141,45.1,15.55869717,41.24697987,20760.0,59.81090589,21.5,9.4,5.546703228,15.5959896,17.4,88.14589666,40.0,47.23918027480923,51.537852046952594,27.814569536423846,42.95428841768069,23.06137554879436,38.52145316493214,92.27954029155106,52.22802178111783,72.25378103633444,20.04682367740583,63.03000294917248,62.18809980806142,68.56187290969896,53.456699836084674,84.05849470145239,67.92828685258962,75.993390777021,60.05633120359307
Alabama,St. Clair,86576,74.95095495,19.27257125,13.32755638,36.6,13.87561746,36.63076878,24474.0,78.94131543,13.7,6.4,1.567858407,10.06700547,16.5,88.4057971,39.0,66.07267451521679,63.61964765042751,46.57836644591613,55.66197275329125,42.555974796777775,54.89772723232589,97.81769689809761,70.20208882086831,84.00989285948296,26.535746732825498,84.73420662082958,77.15930902111324,78.5953177257525,66.7561450251302,84.408011161915,69.72111553784862,77.06456334988181,70.6820821167052
Alabama,Shelby,205951,80.48575011,16.48943997,11.72232451,35.0,12.48584969,36.70310007,34117.0,79.67265856,8.5,4.6,4.302479799,9.164195095,8.4,94.22158548,44.0,74.53974996380563,73.07374257895236,50.11037527593821,66.15507656532964,42.25051443455686,61.22589176371654,94.01137566421195,73.13701752076895,83.57419659249045,43.383534838213706,85.56394422859996,87.14011516314778,84.61538461538461,75.17574471133652,92.22913593329747,85.85657370517927,89.04285481923837,77.25467197169547
Alabama,Sumter,13285,73.80672066,33.63301606,18.95297502,42.8,18.15369912,43.27665962,13929.0,64.94947494,36.7,15.3,10.37288563,18.28316611,20.0,76.97841727,28.0,22.38412465939885,30.488457802288963,32.89183222958059,23.36135682034478,14.489888552952237,24.723132012913084,85.56197397356698,43.492331896187295,64.52715293487714,8.112027395345585,68.85991207939142,33.01343570057581,48.8294314381271,39.703701653359985,69.04036749596557,62.749003984063734,65.89468574001465,48.71216808529121
Alabama,Talladega,81057,73.13246058,23.19712431,14.59414673,38.8,15.53129034,42.18156803,20430.0,71.29620785,20.8,12.0,5.854664594,11.63458968,20.2,92.70239453,34.0,54.13306997704703,56.15999921692526,41.721854304635784,43.16121702730652,19.114540950918467,42.85813629536661,91.85088867270122,65.10605978216779,78.4784742274345,19.470263470543014,76.06053073003892,63.53166986564298,59.86622073578596,54.73217120050272,90.18611421463152,62.35059760956176,76.26835591209664,63.084284408850124
Alabama,Tallapoosa,40958,74.53086945,22.84730675,14.51525338,36.0,15.30771513,41.19439254,21410.0,72.84776265,23.4,9.8,4.324954396,13.44226012,20.4,89.89247312,43.0,55.197314303229575,56.62464562350908,47.9028697571744,44.849267318131865,23.283455714515583,45.5715105433121,93.98009325852522,59.2295390849859,76.60481617175556,21.18247256971137,77.82083080707206,58.5412667946257,67.22408026755855,56.19216260974192,86.40730650887573,61.95219123505976,74.17974887196775,63.13705954919433
Alabama,Tuscaloosa,202471,76.26014772,20.26232998,13.8765712,34.6,15.10711577,37.90466333,23896.0,63.15091394,18.0,7.0,6.494042565,15.22011853,11.9,88.52459016,44.0,63.06154747890628,60.386196880821956,50.99337748344372,46.363844037023796,37.17622433644078,51.59623804332731,90.96093807309879,53.44993373666591,72.20543590488235,25.525892794744568,66.81937373240633,68.90595009596927,76.58862876254179,59.45996134641549,84.56776514254975,78.88446215139442,81.72611364697208,66.24693723539932
Alabama,Walker,65593,70.31074086,24.37171888,15.73529864,39.6,16.26208801,39.47672409,20410.0,76.07045854,21.9,11.0,5.210069744,10.22915692,21.4,90.35846724,40.0,50.55961984296178,49.43912687029837,39.95584988962473,37.6435068152573,30.5372960222505,41.62707988807853,92.74810064946189,69.674953823848,81.21152723665494,19.435320427702845,81.47710632078342,61.42034548944335,63.210702341137136,56.38586864476669,87.03397961269499,59.9601593625498,73.4970694876224,63.18038631428064
Alabama,Washington,16909,74.31887446,23.04085882,15.24625807,32.9,15.48222636,38.75590021,19598.0,83.80223073,21.6,16.1,3.583565886,7.75264502,20.3,92.67241379,28.0,54.60847395937037,52.319356237212105,54.746136865342166,43.53166268498046,33.5813883297746,47.757403615335946,95.01203239146236,77.72579822287861,86.36891530717048,18.01663288839192,90.24910662761084,61.99616122840692,46.15384615384616,54.10393672456396,90.14579584454006,62.15139442231077,76.14859513342542,66.09471269512395
Alabama,Wilcox,11119,73.19123549,29.44186605,17.40870559,47.7,17.18663725,43.28828118,14800.0,64.95793901,34.9,20.4,30.46474603,11.02765449,20.1,83.21678322,23.0,35.13479280288075,39.58351133274175,22.07505518763797,30.662922458590856,14.440809849569888,28.379418326284245,57.59610085763453,67.07913359416364,62.33761722589908,9.633796911035013,68.8695149004281,36.46833013435699,31.772575250836127,36.686054299164056,77.42977840236685,62.54980079681275,69.9897895995898,49.3482198627343
Alabama,Winston,24013,74.83125405,21.43141982,14.75359464,37.8,15.70415374,36.49100341,19299.0,78.97479528,20.6,8.7,2.655012846,8.779022756,24.0,92.85714286,40.0,59.50484429620241,55.22092262277886,43.929359823399565,41.85605393412163,43.14621424288947,48.73147898387839,96.30448595131554,74.38916679091767,85.3468263711166,17.49423439793137,84.77219083030387,63.91554702495202,70.90301003344482,59.27124557165802,90.39422116729423,54.780876494023914,72.58754883065907,66.48427493932803
Alabama,Perry,9856,72.2540907,35.42905408,21.16117772,43.4,20.0020255,44.0162448,14033.0,72.75089315,39.8,11.7,4.885117508,18.47826087,23.6,93.06930693,23.0,16.92006713068821,17.483135432739573,31.567328918322303,9.406017660429484,11.36656589444533,17.34862300732498,93.2004018709413,42.858102133016644,68.02925200197897,8.293731218114473,77.71092854109203,27.063339731285993,60.86956521739128,43.484391176970945,90.67954132598169,55.57768924302789,73.12861528450479,50.497720367694924
Alabama,Houston,103891,75.86663695,20.2697971,14.37045324,38.1,15.19766223,37.04631197,24086.0,65.57715334,18.9,8.1,6.282605938,12.38057325,15.1,90.91743119,45.0,63.03883038004787,57.4774534295388,43.26710816777042,45.68019499500258,40.801105315867915,50.05293845764552,91.25523684708102,62.68095629435362,76.96809657071732,25.857851701726187,69.57203796490447,67.17850287907868,72.90969899665552,58.879522885591214,87.78567938407747,72.50996015936255,80.14781977172001,66.51209442141851
Alabama,Lee,153947,78.22598028,21.46390783,13.82912449,29.9,14.72367357,36.5670481,24951.0,60.3321375,23.0,6.1,12.24950372,17.49991129,11.3,91.14302813,42.0,59.406006546858265,60.66563669806544,61.36865342163354,49.25893118566046,42.82507191911259,54.704859954266055,82.94990807488077,46.0385997661744,64.49425392052758,27.36913830456356,63.621360755699904,59.309021113243745,79.59866220735788,57.47454559521627,88.08906418773535,80.0796812749004,84.08437273131787,65.18950805033194
Alabama,Hale,15159,74.11701861,27.90257033,17.25489044,40.4,17.02607577,41.79543606,19296.0,71.47401909,25.9,12.1,4.647506988,13.77281947,18.6,91.28205128,33.0,39.81776736918647,40.48941349972603,38.189845474613705,31.875202894375093,20.745204684708938,34.22348678452205,93.53113210303724,58.154930119248775,75.843031111143,17.488992941505348,76.26226459046677,53.74280230326295,59.53177257525087,51.75645810262149,88.27602377622378,65.5378486055777,76.90693619090074,59.682478047296826
Alabama,Cleburne,14991,74.76602886,19.28440781,13.61781588,37.3,14.92484469,33.50478468,19791.0,75.65490744,19.6,7.2,2.07171577,10.0409074,25.8,98.02955665,34.0,66.03666433945111,61.910149528573015,45.03311258278147,47.74003753183513,55.757235765341534,55.29543994959645,97.11637751792782,70.28693052935557,83.7016540236417,18.353833251799568,81.00564721837775,65.83493282149712,75.91973244147155,60.2785364332865,97.35012997579344,51.19521912350598,74.27267454964971,68.38707623904358
Alabama,Clay,13483,75.23715615,23.79591741,15.05146385,40.6,15.56723269,38.54052487,21115.0,72.36440031,16.7,6.6,2.32687988,7.975206612,25.4,89.8089172,43.0,52.31137137726179,53.46660672595789,37.74834437086092,42.88984304818575,34.490934245101926,44.18141995347365,96.76121443288068,77.00227706944003,86.88174575116035,20.667062687818852,77.27243718002327,71.40115163147792,77.92642140468232,61.81676822600059,86.29493975255514,51.992031872509955,69.14348581253255,65.50585493579179
Alabama,Clarke,24847,74.78745981,25.23508481,15.91394417,34.1,16.37406837,40.84477971,20543.0,67.47168198,24.6,17.1,11.1547123,12.83643892,19.0,90.90909091,28.0,47.93301558552585,48.38698491452175,52.09713024282563,36.79802632005965,24.759896431788633,41.9950106989443,84.4737489403156,61.198991448543666,72.83637019442963,19.667691662589977,71.72145538215165,56.23800383877159,42.80936454849498,47.609128858002045,87.77446330016139,64.74103585657372,76.25774957836755,59.67456483243588
Alabama,Choctaw,13287,74.05390155,24.86353129,15.30866335,41.3,15.7700207,38.29117428,20773.0,79.68224299,21.0,13.6,7.290419052,9.389576151,21.1,78.63247863,34.0,49.06338687258523,51.951817159408165,36.20309050772629,41.35874145934497,35.54396014221231,42.824199228255395,89.8524611404224,72.40433062661543,81.12839588351892,20.06953665525194,85.57481814221701,63.14779270633397,54.51505016722413,55.82679941775677,71.26476416083915,60.55776892430279,65.91126654257097,61.42266526802551
Alabama,Henry,17187,76.23234938,21.41926206,14.1630146,36.3,14.83030089,38.11461866,22825.0,82.80101964,15.3,7.5,2.14216797,8.936970837,19.3,97.90575916,42.0,59.541831653552606,58.69917387445133,47.24061810154528,48.4538675181102,36.28956752232875,50.04501173399764,97.01831505647758,73.8756964444774,85.44700575047749,23.654692850653436,89.11319318204423,74.08829174664106,74.91638795986623,65.44314143480125,97.18364599246908,64.14342629482073,80.6635361436449,70.39967376573031
Alabama,Cherokee,25897,73.99883376,20.6984706,14.36571083,35.0,14.67794145,35.35507081,22544.0,78.95530832,16.4,5.9,0.2211124,9.945695897,18.7,94.9044586,41.0,61.73468389820792,57.505384094988415,50.11037527593821,49.6042204440987,47.9433412325306,53.37960098915276,99.69223351149907,70.59645175380467,85.14434263265187,23.16374309874904,84.75008210608148,71.97696737044143,80.26755852842805,65.039587775925,93.14746987627757,65.33864541832668,79.24305764730212,70.70164726125793
Alabama,Coffee,50991,76.71034856,19.42582681,13.43336232,34.2,14.09976691,37.30473188,25325.0,64.79357219,16.4,6.2,5.98120314,9.457668452,14.9,92.5170068,37.0,65.60642759443346,62.99649817311138,51.876379690949236,53.96958680289515,39.70977901277422,54.83173425483269,91.67475959101046,72.1829706888243,81.92886513991738,28.02257320567475,68.68303426441855,71.97696737044143,79.26421404682273,61.986697221839364,89.93680311995698,72.90836653386452,81.42258482691075,70.04247036087504
Alabama,Chambers,34018,74.29107603,23.9954736,15.24778731,40.1,15.49667308,37.26657479,21532.0,67.7641314,20.3,7.5,10.32855828,12.38102792,19.7,86.23853211,42.0,51.7042647958709,52.31034970027571,38.852097130242825,43.422586236399866,39.87091921271667,45.23204341510119,85.62367323988607,62.67947821648818,74.15157572818713,21.395625131036407,72.05325077639378,64.49136276391556,74.91638795986623,58.214156657802995,81.49345361753629,63.34661354581672,72.4200335816765,62.50445234569195
Alabama,Butler,20280,72.9183092,27.91067318,16.69670739,43.3,16.91536387,41.9110839,19011.0,69.94633274,25.7,9.8,2.926121931,11.54595648,18.9,81.58995816,35.0,39.79311619919258,43.77686102728694,31.78807947019868,32.71110619059857,20.25681534316024,33.665195646087405,95.92712904554656,65.39419572925857,80.66066238740257,16.991054581032916,74.52904421076285,54.12667946257196,67.22408026755855,53.21771463048157,75.24200935987088,64.94023904382468,70.09112420184778,59.40867421645483
Alabama,Bullock,10552,73.53089479,30.99910185,16.88096852,37.2,15.85477602,45.02063587,17909.0,75.53338875,26.9,13.3,19.74335074,18.50152905,33.4,70.24793388,28.0,30.397239420259268,42.69164570904309,45.253863134657834,40.718817012555974,7.124948469211176,33.237302749145464,72.51921769881545,42.78246005892498,57.65083887887022,15.065692920539522,80.86777947476472,51.82341650671785,55.51839464882946,50.81882088771288,59.98915260892954,36.05577689243026,48.0224647506799,47.43235681660212
Alabama,Blount,57704,74.1458259,21.74529281,14.52316435,33.8,14.85927083,35.94501042,21033.0,78.62621359,16.5,6.0,2.880149823,8.462257294,20.0,93.46879536,39.0,58.54995355615651,56.578053562415334,52.75938189845475,48.235137026289635,45.451982832050305,52.3149017750733,95.99111765155939,75.41893347427145,85.70502556291542,20.523796212174158,84.37671116322456,71.78502879078695,79.93311036789297,64.15466163351965,91.21677697686928,62.749003984063734,76.98289048046651,69.78936986299372
Alabama,Bibb,22572,73.57182028,19.43972416,13.62657549,37.6,14.01753635,38.1488654,18988.0,75.07309942,16.5,7.1,2.601627008,9.886874322,19.3,83.76383764,38.0,65.56414791045628,61.85855935893795,44.37086092715232,54.59044866286047,36.14494101829035,52.505791575539476,96.37879373277397,70.7876736686402,83.58323370070708,16.95087008176672,80.34556308701193,71.78502879078695,76.2541806020067,61.33391064039308,78.16546213017753,64.14342629482073,71.15444421249913,67.14434503228469
Alabama,Barbour,26614,75.34193493,29.59180171,17.1848975,41.7,16.58625221,38.56316713,17249.0,61.39777923,26.4,12.8,10.73966657,14.05954631,26.2,81.41025641,37.0,34.67864596037393,40.901640487897225,35.320088300220746,35.19598380013781,34.39531431434858,36.09833457259566,85.05145135270593,57.22281540828544,71.13713338049568,13.912572506813895,64.83037330195911,52.7831094049904,57.19063545150502,47.17917266631711,75.0003448224852,50.398406374501974,62.69937559849359,54.27850405447551
Alabama,Baldwin,199510,78.45025837,17.50913436,12.48010767,31.0,13.47533556,33.30586814,28069.0,73.61934319,13.0,6.3,5.424426597,11.72580795,10.0,86.3615768,44.0,71.43755015143,68.61074002849995,58.94039735099339,58.68420396446686,56.597274956680906,62.85403329041422,92.44973721107522,64.8095200812607,78.62962864616796,32.81675868334615,78.69621934249423,78.5028790786948,78.92976588628764,67.2364057477057,81.65892522861753,82.66932270916334,82.16412396889044,72.72104791329457
Alabama,Calhoun,115883,73.03910859,23.10773322,14.75440129,38.5,15.19150739,41.31434398,22231.0,69.47349721,19.6,11.7,9.178566583,11.72243222,17.7,92.36804565,38.0,54.405023049796625,55.216171816483154,42.384105960264904,45.72666561870005,22.776891953364355,44.101771679721814,87.22434740556352,64.8204941763027,76.02242079093311,22.616884478300367,73.9925936645862,65.83493282149712,60.86956521739128,55.82849404544374,89.73647881925766,67.33067729083663,78.53357805504714,63.62156614278645
Alabama,Colbert,54377,74.6659504,20.91445435,13.88070038,30.6,14.35762148,36.95078304,23318.0,72.70516996,16.5,7.5,6.551704535,11.76300578,16.6,92.13675214,45.0,61.07760001572606,60.36187786471805,59.823399558498906,52.02271853481136,41.204531019465605,54.898025398643995,90.88067834082258,64.68859437873874,77.78463635978066,24.516038856663638,77.6590537798015,71.78502879078695,74.91638795986623,62.21912734677958,89.4254332167832,69.52191235059763,79.47367278369042,68.59386547222367
Alabama,Chilton,43817,74.92675055,21.18546291,14.5909916,37.7,15.17709983,35.17456926,22045.0,74.84926273,20.3,7.9,1.460530961,12.15950219,19.9,88.20598007,42.0,60.25311504039519,56.17858151589991,44.15011037527593,45.835446399217176,48.70561256551025,51.02457317925969,97.96708603762661,63.39963190628532,80.68335897195597,22.291914179886785,80.09161153940958,64.49136276391556,73.57859531772576,60.11337095023442,84.13929541420117,62.94820717131472,73.54375129275795,66.341263598552
Alabama,Coosa,10864,73.81951325,24.91910328,15.43865537,40.3,15.73006706,36.80937197,18080.0,81.98878869,15.3,12.6,10.12480749,9.642301711,27.1,82.71604938,39.0,48.894321102838916,51.18622253099443,38.41059602649007,41.66040170880444,41.80172037782279,44.39065234939013,85.90727409251846,71.58275001591136,78.74501205421491,15.364455936822978,88.19168515419135,74.08829174664106,57.85953177257525,58.87599115255766,76.7563870091447,48.605577689243034,62.68098234919387,61.17315947633914
Alabama,Conecuh,12697,75.25023311,28.60874779,16.89769889,43.0,16.98271613,42.32037304,16004.0,76.60690861,32.5,20.4,13.22977626,8.943678994,20.6,80.37383178,44.0,37.66937506125598,42.59311134206132,32.450331125827816,32.202579319123174,18.528357175782162,32.68875080481009,81.5854661104785,73.85388902727453,77.71967756887652,11.737368090013277,82.08573007003508,41.074856046065264,31.772575250836127,41.66763236423744,73.60655161377085,61.55378486055778,67.58016823716432,54.91405724377209
Alabama,Geneva,26765,73.79484144,23.0846693,15.22383675,38.7,15.80666054,36.92114575,20189.0,70.80828323,22.8,10.3,0.930784798,11.67278448,22.3,90.28776978,46.0,54.47519004198401,52.45140774432724,41.94260485651215,41.08210125148037,41.32969147683673,46.25619907422809,98.70444005478424,64.98189304925114,81.84316655201769,19.049199804318963,75.50696101650232,59.69289827255278,65.55183946488293,54.95022463956425,86.93890502958581,58.167330677290835,72.55311785343832,63.900677029812094
Alabama,Franklin,31573,74.64628269,25.36802147,15.93641365,34.3,16.13812802,38.42066779,18193.0,70.56199822,22.3,9.7,4.120619394,7.884652232,24.3,92.10526316,38.0,47.52858452681437,48.25464976663153,51.65562913907287,38.57943659553223,34.99709951702698,44.20307990901559,94.26450727620752,77.29665854325026,85.78058290972889,15.561884128869941,75.22754096503195,60.65259117082533,67.55852842809364,54.75013617320521,89.38308655190963,54.183266932270925,71.78317674209028,64.12924393351
