state,county,total_population,life_expectancy,percent_fair_or_poor_health,percent_frequent_physical_distress,percent_adults_with_obesity,percent_frequent_mental_distress,percent_insufficient_sleep,per_capita_income,percent_homeowners,percent_below_poverty,percent_unemployed_CDC,percent_limited_access_to_healthy_foods,percent_severe_housing_cost_burden,percent_no_highschool_diploma,high_school_graduation_rate,percent_vaccinated,percent_fair_or_poor_health_score,percent_frequent_physical_distress_score,percent_adults_with_obesity_score,percent_frequent_mental_distress_score,percent_insufficient_sleep_score,health_score,percent_limited_access_to_healthy_foods_score,percent_severe_housing_cost_burden_score,qof_score,per_capita_income_score,percent_homeowners_score,percent_below_poverty_score,percent_unemployed_CDC_score,wealth_avg_score,high_school_graduation_rate_score,percent_no_highschool_diploma_score,education_avg_score
Alabama,Autauga,55049,76.87947717,20.88298733,13.68522862,33.3,14.12934665,35.90540606,26168.0,74.89462467,12.3,5.6,11.991125,13.40348117,12.4,90.0,41.0,15.293332905911114,15.378279689958248,13.465783664459163,13.436563041091375,11.40480873993532,13.795753608271045,20.82738639440172,14.838901204945813,17.833143799673767,7.373855615346984,20.035769112084,19.961612284069098,20.317725752508373,16.922240691002116,21.637977407208176,19.472111553784856,20.555044480496516
Alabama,Jefferson,659096,74.67116264,19.69630214,13.71110804,34.6,14.56821527,36.34513264,28162.0,62.79912925,18.1,8.2,12.27159061,15.13814359,11.0,88.73381114,44.0,16.195891214034916,15.340175149120924,12.74834437086093,12.608170325251876,10.940559310660063,13.566628073985743,20.72979132970275,13.429106118935323,17.079448724319036,8.244810958138235,16.605065033894206,17.1785028790787,18.143812709030094,15.04304789503531,21.21228185180204,20.169322709163346,20.690802280482693
Alabama,Lamar,14066,74.3449866,24.25531098,15.87235797,35.7,16.12057478,37.87654685,20206.0,76.44794108,23.9,9.5,0.75067659,7.050823193,22.6,94.28571429,40.0,12.728441430363226,12.15797723984204,12.14128035320088,9.677992017109972,9.323740575307497,11.205886323164723,24.738783195668624,20.001834289689683,22.370308742679153,4.769725347683276,20.476343785337537,14.395393474088287,17.05685618729097,14.174579698600018,23.078844234131253,14.392430278884468,18.73563725650786
Alabama,Lauderdale,92641,76.16952605,20.12583341,14.09689061,32.5,14.57050903,35.05816101,24893.0,68.48418757,18.3,7.6,5.038074088,10.91323824,15.1,94.38528558,49.0,15.869202198612491,14.772153621092357,13.90728476821192,12.603840705886796,12.299303293616333,13.89035691748398,23.246875377781407,16.862771789336705,20.054823583559056,6.816950870081766,18.217545720788703,17.08253358925144,18.645484949832785,15.190628782488673,23.1123203267886,18.127490039840637,20.619905183314618
Alabama,Lawrence,33433,73.81540359,21.83380312,14.50540137,32.6,15.35418659,38.71894829,21911.0,79.0960893,18.3,8.3,2.122488173,9.166666667,22.5,88.05555556,40.0,14.570170016552218,14.170667384657904,13.852097130242829,11.124598963173725,8.434359752022601,12.430378649329857,24.26142684457203,18.2822456838487,21.271836264210364,5.514448948214411,21.227450919236567,17.08253358925144,18.06020066889632,15.471158531399686,20.984250793437333,14.442231075697208,17.71324093456727
Alabama,Limestone,90257,77.70135529,20.11404561,13.5740957,33.9,14.11353788,37.39478359,26086.0,78.01780489,14.1,7.9,3.518353856,9.517647439,16.8,92.00743494,46.0,15.878167657113323,15.541910439353373,13.134657836644589,13.466403110117938,9.832371003108292,13.570702009267503,23.775700264249203,17.99699654145374,20.88634840285147,7.33803899643581,20.92161187797508,19.0978886756238,18.39464882943144,16.438047094866533,22.312881569392147,17.280876494023907,19.796879031708027
Alabama,Lowndes,10565,71.15970302,30.35591055,17.61559354,46.9,17.00707636,42.73863118,18434.0,73.66028708,28.7,12.3,13.06214495,16.73034935,25.2,91.30434783,32.0,8.088502487129226,9.59125855116423,5.960264900662253,8.004663330606462,4.190505565291417,7.1670389669707175,20.4546980590506,12.135088429680494,16.294893244365547,3.995736948773499,19.685667949888202,12.092130518234164,14.715719063545158,12.622313620110257,22.076502094540075,13.09760956175299,17.587055828146532
Alabama,Macon,19684,73.16182193,29.86333813,17.20494401,49.6,17.05954112,45.89316797,18385.0,65.74571167,25.5,15.0,21.63866443,18.25291427,19.5,80.0,33.0,8.463138771267609,10.195893886334545,4.47019867549669,7.905632725451142,0.8600452952179509,6.378981870753587,17.470282345685362,10.897669253707377,14.18397579969637,3.9743343350338955,17.440818508555633,13.627639155470249,12.458193979933107,11.87524649474822,18.27595481441635,15.936254980079681,17.106104897248017
Alabama,Madison,349973,77.40538974,19.25782533,13.05633916,32.9,13.87830515,36.15362162,33264.0,67.22613868,13.3,7.3,7.467345123,11.04709472,9.2,93.19437469,45.0,16.529383947507995,16.304248823375204,13.686534216335541,13.910420000774252,11.142750594468552,14.31466751649231,22.401549407755503,16.7539839320805,19.577766669918002,10.47330351527011,17.86071920747792,19.481765834932823,18.896321070234116,16.678027406978742,22.711933394970416,21.06573705179283,21.888835223381623
Alabama,Marengo,20066,73.18504344,26.24173744,16.75852132,42.2,16.86578076,39.26068391,20359.0,71.22811535,27.8,14.1,12.62897065,15.49066113,16.1,90.90909091,33.0,11.21762312736412,10.853201183863362,8.554083885209714,8.271367853295203,7.862412401459736,9.351737690238426,20.6054319541418,13.142608014235208,16.874019984188504,4.8365539171151015,18.995819276209904,12.523992322456813,13.210702341137129,12.391766964229737,21.943615825040347,17.62948207171315,19.786548948376748
Alabama,Marion,30239,74.46923681,22.25650467,14.72868105,36.8,15.23341228,37.53765331,20998.0,75.36030134,18.6,7.6,3.254542626,9.504203122,20.1,90.2173913,39.0,14.248675487907,13.84191312027697,11.534216335540844,11.35256823257501,9.681533666937455,12.131781368647456,23.86750001845138,18.007923008657286,20.937711513554333,5.115661471800965,20.167851246416856,16.938579654510555,18.645484949832785,15.21689433064029,21.711064853415813,15.637450199203187,18.6742575263095
Alabama,Marshall,94534,74.35386014,22.39465306,15.35998147,34.4,15.81151737,35.71209728,21767.0,70.36623109,20.5,7.2,5.187505411,12.02063107,21.4,92.28934817,43.0,14.143603832678515,12.912394118904075,12.858719646799113,10.261357734212766,11.60889804194862,12.356994674908616,23.194876989685845,15.962771332753775,19.57882416121981,5.451551471102104,18.751358859911424,16.02687140115163,18.979933110367888,14.802428710633261,22.407661434238832,14.99003984063745,18.69885063743814
Alabama,Mobile,414291,75.0935599,22.3990914,14.41975759,36.3,15.58144539,37.29141239,23318.0,64.8908112,19.5,8.7,10.2659253,14.77392788,14.2,83.70992038,41.0,14.14022816011174,14.296768236704537,11.81015452538632,10.695633377686164,9.941507049884223,12.176858269954597,21.42771303102623,13.725111562003505,17.576412296514867,6.1290097141659095,17.19833893851456,16.506717850287906,17.725752508361204,14.389954752832395,19.523238427918237,18.57569721115538,19.049467819536808
Alabama,Monroe,21975,74.13195162,30.01619585,17.95022311,41.8,17.49854691,38.05333372,16556.0,60.89090686,32.1,21.8,12.83952666,12.88435829,18.0,88.03088803,37.0,8.346879626627185,9.098554073419308,8.774834437086096,7.076981092424035,9.137094583835122,8.48686876267835,20.532163693485145,15.260802825008355,17.89648325924675,3.1754490181004957,16.06382665479968,10.460652591170827,6.77257525083612,9.118125878726781,20.975957514120495,16.683266932270918,18.829612223195706
Alabama,Montgomery,227392,76.12818958,23.87508622,15.4186848,37.7,14.94974453,37.11891253,26255.0,58.58073134,21.3,8.4,14.57214106,16.99072412,14.5,81.60813309,38.0,13.017629345561176,12.825960055263081,11.037527593818982,11.888009335241605,10.123626951653776,11.778550656307724,19.929256925463342,11.923476609977214,15.926366767720278,7.411856174435671,15.408580358340151,15.642994241842608,17.976588628762535,14.110004850845241,18.81661279249596,18.426294820717132,18.621453806606546
Alabama,Jackson,52608,73.80725219,23.24476181,15.30583041,38.7,15.80285361,38.04265797,20487.0,74.09095317,18.8,8.6,3.272510542,10.33555603,20.5,90.11725293,42.0,13.497035794594844,12.99212547598836,10.485651214128037,10.277711137825406,9.148365703367134,11.280177865180756,23.86124763005865,17.33226575631484,20.596756693186745,4.892462785659375,19.807819863472332,16.842610364683303,17.80936454849499,14.8380643905775,21.677398107181283,15.438247011952193,18.557822559566738
Alabama,Morgan,119555,75.53649746,20.55428234,13.73709445,32.4,14.41293756,37.51680578,24415.0,72.13775577,16.3,8.9,4.084201812,10.17697092,17.5,90.19607843,44.0,15.543336379575635,15.301913077518847,13.962472406181018,12.9012669788614,9.703543830399255,13.482506534507232,23.57879923286928,17.461151069223405,20.519975151046342,6.608166189111748,19.253825003980275,18.04222648752399,17.558528428093645,15.365686527177415,21.703899418370092,16.93227091633466,19.318085167352375
Alabama,Pickens,20042,76.01519064,26.59326475,16.30586791,34.9,16.11280541,40.24090013,19188.0,73.95750332,23.9,12.3,0.89215884,11.42773637,18.9,98.18181818,46.0,10.950261659599526,11.519682517158273,12.582781456953644,9.692657202136559,6.827531087936805,10.314582784756961,24.68955088749898,16.444628796744766,20.567089842121874,4.325075127542106,19.769968834743754,14.395393474088287,14.715719063545158,13.301539124979827,24.388723164335666,16.23505976095617,20.311891462645917
Alabama,Pike,33277,75.44015866,24.55416321,15.95066654,36.2,15.84207391,39.09668052,20180.0,59.27946653,25.7,9.7,6.304344574,16.40478863,20.0,87.28522337,38.0,12.501143099381423,12.042676661101183,11.865342163355411,10.20368030182479,8.035561998663312,10.929680844865223,22.806244706493167,12.399678183837992,17.60296144516558,4.75836885876022,15.60676601197977,13.53166986564299,16.88963210702341,12.696609210851596,20.725263370763848,15.687250996015933,18.20625718338989
